ProviderID,ProviderName,ProviderType,ProviderPrimaryInspectionCategory,ProviderStreetAddress,ProviderAddressLine2,ProviderCity,ProviderPostCode,ProviderLocalAuthority,ProviderRegion,Service/PopulationGroup,Domain,LatestRating,PublicationDate,ReportType,InheritedRating(Y/N),URL,BrandID,BrandName
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community mental health services for people with a learning disability or autism,Overall,Outstanding,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community mental health services for people with a learning disability or autism,Responsive,Outstanding,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community mental health services for people with a learning disability or autism,Safe,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community mental health services for people with a learning disability or autism,Well-led,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for adults of working age,Caring,Good,03/01/2020,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for adults of working age,Effective,Good,03/01/2020,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for adults of working age,Overall,Good,03/01/2020,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for adults of working age,Responsive,Good,03/01/2020,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for adults of working age,Safe,Requires improvement,03/01/2020,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for adults of working age,Well-led,Good,03/01/2020,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for older people,Caring,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for older people,Effective,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for older people,Overall,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for older people,Responsive,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for older people,Safe,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Community-based mental health services for older people,Well-led,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Forensic inpatient or secure wards,Caring,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Forensic inpatient or secure wards,Effective,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Forensic inpatient or secure wards,Overall,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Forensic inpatient or secure wards,Responsive,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Forensic inpatient or secure wards,Safe,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Forensic inpatient or secure wards,Well-led,Good,19/10/2016,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Long stay or rehabilitation mental health wards for working age adults,Caring,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Long stay or rehabilitation mental health wards for working age adults,Effective,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Long stay or rehabilitation mental health wards for working age adults,Overall,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Long stay or rehabilitation mental health wards for working age adults,Responsive,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Long stay or rehabilitation mental health wards for working age adults,Safe,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Long stay or rehabilitation mental health wards for working age adults,Well-led,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Mental health crisis services and health-based places of safety,Caring,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Mental health crisis services and health-based places of safety,Effective,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Mental health crisis services and health-based places of safety,Overall,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Mental health crisis services and health-based places of safety,Responsive,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Mental health crisis services and health-based places of safety,Safe,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Mental health crisis services and health-based places of safety,Well-led,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Overall,Caring,Good,03/01/2020,Provider,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Overall,Effective,Good,03/01/2020,Provider,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Overall,Overall,Good,03/01/2020,Provider,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Overall,Responsive,Good,03/01/2020,Provider,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Overall,Safe,Good,03/01/2020,Provider,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Overall,Well-led,Good,03/01/2020,Provider,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Specialist community mental health services for children and young people,Caring,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Specialist community mental health services for children and young people,Effective,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Specialist community mental health services for children and young people,Overall,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
1-271962340,Livewell Southwest CIC,Independent Healthcare Org,Mental health - community & hospital - independent,1st Floor Windsor House,"Tavistock Road, Derriford",Plymouth,PL6 5UF,Plymouth,South West,Specialist community mental health services for children and young people,Responsive,Good,07/08/2018,CoreService,N,http://www.cqc.org.uk/provider/1-271962340,-,-
